timestamp,text,class
"May 5th 2018, 12:54:51.000",DOT Id nominate the soon to have a protected bike lane and has very low traffic volume 9th st and 5,non_traffic
"May 5th 2018, 12:53:16.000",Ahh remember when you use to be able to drive somewhere in NYC on a nice day without Traffic maybe,non_traffic
"May 5th 2018, 12:36:08.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 5th 2018, 12:33:25.000",In NYC this weekend Plan ahead with our traffic advisory as there lots going on including the CincodeMayo parade the,non_traffic
"May 5th 2018, 12:31:48.000",I could live in nyc for 100 years and still never understand the traffic,non_traffic
"May 5th 2018, 12:22:24.000",When I was a kid I believed that eventually Philly NYC amp Boston would merge into one gigantic city Obviously thi,non_traffic
"May 5th 2018, 12:13:25.000",NewFad DTE uptown Embassy DOT Yes everywhere,non_traffic
"May 5th 2018, 12:11:56.000",NewFad DTE uptown Embassy DOT There is a perf,non_traffic
"May 5th 2018, 12:11:51.000",NewFad DTE uptown Embassy DOT Now imagine mi,non_traffic
"May 5th 2018, 12:08:21.000",NewFad DTE uptown Embassy DOT From what you s,non_traffic
"May 5th 2018, 12:00:01.000",The Ramada RVC is just a short train ride away from NYC Book a stay with us and enjoy the city without having to d,non_traffic
"May 5th 2018, 11:44:35.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 5th 2018, 11:32:31.000",In NYC this weekend Plan ahead with our traffic advisory as there lots going on including the CincodeMayo parade the,non_traffic
"May 5th 2018, 11:18:15.000",DOT Stupid question but gotta ask it anyway,non_traffic
"May 5th 2018, 10:31:47.000",DOT Resident Parking is the way to go Its the solution It would generate 10s of Millions in reven,non_traffic
"May 5th 2018, 10:27:45.000",In NYC this weekend Plan ahead with our traffic advisory as there lots going on including the CincodeMayo parade the,non_traffic
"May 5th 2018, 10:27:28.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 5th 2018, 10:27:24.000",Hatnin My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou enginee,non_traffic
"May 5th 2018, 10:20:56.000",Hatnin My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou enginee,non_traffic
"May 5th 2018, 10:18:47.000",Hatnin My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou enginee,non_traffic
"May 5th 2018, 10:18:11.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 5th 2018, 10:15:28.000",Hatnin My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou enginee,non_traffic
"May 5th 2018, 10:12:39.000",edit Air traffic nyc NYC,non_traffic
"May 5th 2018, 10:02:50.000",Hatnin My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou enginee,non_traffic
"May 5th 2018, 09:56:05.000",In NYC this weekend Plan ahead with our traffic advisory as there lots going on including the CincodeMayo parade the,non_traffic
"May 5th 2018, 09:52:54.000",Hatnin My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou enginee,non_traffic
"May 5th 2018, 09:33:35.000",listening to your podcast while I sit in NYC traffic amp realized youd LOVE the story of Am,non_traffic
"May 5th 2018, 09:33:10.000",My Co Hosts amp new featuring disrespectStairway2Heaven Produced by madeyou e,non_traffic
"May 5th 2018, 09:31:22.000",In NYC this weekend Plan ahead with our traffic advisory as there lots going on including the CincodeMayo parade the,non_traffic
"May 5th 2018, 09:03:43.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 5th 2018, 08:53:53.000",Just one hour of traffic in the NYC Harbor,non_traffic
"May 5th 2018, 08:50:53.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 5th 2018, 08:49:18.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 5th 2018, 08:45:12.000",In NYC this weekend Plan ahead with our traffic advisory as there lots going on including the CincodeMayo parade,non_traffic
"May 5th 2018, 08:43:13.000",Yes and fighter jets dont need to worry about NYC traffic and are very fast,non_traffic
"May 5th 2018, 08:19:33.000",Going to be in NYC this weekend Plan ahead with our weekend advisory,non_traffic
"May 5th 2018, 08:16:01.000",Infographic Marketing An Actionable Guide to Getting More Shares Traffic Links amp Leads,non_traffic
"May 5th 2018, 08:11:42.000",NYPD Traffic Enforcement Agents work to keep pedestrians and vehicular traffic safe and moving Visit,non_traffic
"May 5th 2018, 08:03:27.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 5th 2018, 08:02:21.000",NYC can be retarded like that Glad I dont actually live there or I would probably walk into traffic,non_traffic
"May 5th 2018, 07:57:44.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 5th 2018, 07:42:25.000",Une FraiseTRAFFIC STOPPED TODAY IN HACKNEY WICKIm delighted to share my NEW Mega Juicy Mega Sparkly amp delici,non_traffic
"May 5th 2018, 07:37:49.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 5th 2018, 07:34:43.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 5th 2018, 07:23:15.000",A nitpick SIFs have operated in Europe for decades,non_traffic
"May 5th 2018, 07:00:23.000",6 KILLER WAYS TO DRIVE TRAFFIC TO YOUR BLOG via digital,non_traffic
"May 5th 2018, 06:55:02.000",Cop once told me I was not allowed to be on a bike on Tenth and 41st Had to remind,non_traffic
"May 5th 2018, 06:04:18.000",Maybe NYC needs to start a sidewalk traffic rules cultural exchange,non_traffic
"May 5th 2018, 05:19:00.000",RudyGiulianis controversial statement NewJersey says no to integrity fee payments to sports leagues Senator,non_traffic
"May 5th 2018, 05:00:58.000",tyrenyctiredougdsx retiretyrustysontraffic light citty madhatter tan,non_traffic
"May 5th 2018, 04:20:56.000",NYPD Traffic Enforcement Agents work to keep pedestrians and vehicular traffic safe and moving Visit,non_traffic
"May 5th 2018, 03:17:37.000",Exclusivity with ggl maps In NYC theres an alt transportation ecosystem people decide what mode to use,non_traffic
"May 5th 2018, 01:55:26.000",The case against a Brooklyn man accused of attacking an NYPD traffic agent fell apart after prosecutors could not confirm,non_traffic
"May 5th 2018, 01:43:11.000",The case against a Brooklyn man accused of attacking an NYPD traffic agent fell apart after prosecutors could not confirm,non_traffic
"May 5th 2018, 01:28:22.000",The case against a Brooklyn man accused of attacking an NYPD traffic agent fell apart after prosecutors could not confirm,non_traffic
"May 5th 2018, 01:19:15.000",The case against a Brooklyn man accused of attacking an NYPD traffic agent fell apart after prosecutors could not c,non_traffic
"May 5th 2018, 01:05:54.000",Brooklyn man accused of attacking traffic agent gets case tossed after DA fails to confirm story,non_traffic
"May 5th 2018, 00:04:32.000",My Uber just pulled over in nyc traffic to roll a blunt for me,non_traffic
"May 4th 2018, 23:45:28.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 23:06:18.000",Brooklyn man accused of attacking traffic agent gets case tossed after DA fails to confirm story,non_traffic
"May 4th 2018, 22:49:48.000",DOT and this does more than slow bus traffic It slows down all traffic because the,non_traffic
"May 4th 2018, 22:28:48.000",Man accused of attacking NYPD traffic agent gets case tossed,non_traffic
"May 4th 2018, 22:05:59.000",TRAFFIC ALERT Sun May 6 2018 730am is the 41st Annual TDFiveBoroBikeTour 32000 cyclist will take over many streetsbri,non_traffic
"May 4th 2018, 21:57:28.000",Due to construction expect traffic delays on the FDR at East14th St MN southbound Consider alternate routes Multilingua,non_traffic
"May 4th 2018, 21:32:00.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 21:20:02.000",So one of the take aways from last nights meeting was DOTs traffic modeling software isnt very good at,non_traffic
"May 4th 2018, 21:02:56.000",Similar Down the road there are two floating bus stops For some reason DOT is reluctan,non_traffic
"May 4th 2018, 20:37:47.000",Man accused of attacking NYPD traffic agent gets case tossed,non_traffic
"May 4th 2018, 20:36:39.000",Due to construction expect traffic delays on the FDR at East14th St MN southbound Consider alternate routes Multilingua,non_traffic
"May 4th 2018, 20:35:02.000",NYDailyNews Man accused of attacking NYPD traffic agent gets case tossed,non_traffic
"May 4th 2018, 20:28:56.000",Due to construction expect traffic delays on the FDR at East14th St MN southbound Consider alternate routes Multilingua,Traffic
"May 4th 2018, 20:27:53.000",Due to construction expect traffic delays on the FDR at East14th St MN southbound Consider alternate routes Multilingua,Traffic
"May 4th 2018, 20:27:36.000",Due to construction expect traffic delays on the FDR at East14th St MN southbound Consider alternate routes Multilingua,Traffic
"May 4th 2018, 20:26:43.000",Due to construction expect traffic delays on the FDR at East14th St MN southbound Consider alternate routes Mu,Traffic
"May 4th 2018, 20:20:12.000",NYPD Traffic Enforcement Agents work to keep pedestrians and vehicular traffic safe and moving Visit,non_traffic
"May 4th 2018, 20:14:18.000",RT NYCDOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour,non_traffic
"May 4th 2018, 20:05:50.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 20:01:46.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 19:50:41.000",baymax8,non_traffic
"May 4th 2018, 19:40:35.000",funny how so many people in NYC insist on walking pretty sure there was a test where more than half t,non_traffic
"May 4th 2018, 19:38:01.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 19:34:47.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 19:27:55.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 19:25:59.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the Newark 15w,non_traffic
"May 4th 2018, 19:19:03.000",Traffic was slowed to a turtles crawl on the today Its actually a tortoise tell us at the New,non_traffic
"May 4th 2018, 19:16:23.000",Once you conquer NYC traffic Youll conquer it all,non_traffic
"May 4th 2018, 19:14:57.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:14:28.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:09:36.000",DOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is Sunday 56,non_traffic
"May 4th 2018, 19:04:51.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:04:35.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:04:21.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:01:52.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:00:54.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events including,non_traffic
"May 4th 2018, 19:00:20.000",Planning on being in NYC this weekend Have fun and plan ahead with our traffic advisory There are lots of events,non_traffic
"May 4th 2018, 18:58:26.000",Were stopping traffic in New York City Find more TiffanyBlue in New York City,non_traffic
"May 4th 2018, 18:56:21.000",when i was in nyc my family and I got caught in traffic at rush hourwhich is peak hour 4 consecutive 15 min periods w,non_traffic
"May 4th 2018, 18:55:16.000",Accident in Nyc on The FDR Dr SB at 79th St stop and go traffic back to 106th St delay of 6 mins traffic,traffic
"May 4th 2018, 18:52:10.000",Seattle traffic is like the fucked version of the NYC subway Except youre on a bus and theres no wifi,non_traffic
"May 4th 2018, 18:46:24.000",Where are my NYC girls posting now What sites are getting decent traffic,non_traffic
"May 4th 2018, 18:44:14.000",Im mad he held up traffic this couldnt be NYC a cab driver woulda been went around him,non_traffic
"May 4th 2018, 18:43:17.000",Where are my NYC girls posting now What sites are getting decent traffic,non_traffic
"May 4th 2018, 18:36:48.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal priority,non_traffic
"May 4th 2018, 18:29:43.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal priority,non_traffic
"May 4th 2018, 18:28:23.000",NYC Traffic is TERRIBLELA is NOTHING compared to it,non_traffic
"May 4th 2018, 18:16:25.000",Because the NYC traffic ALWAYS stops,non_traffic
"May 4th 2018, 18:14:07.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal priority,non_traffic
"May 4th 2018, 18:07:40.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal priority,non_traffic
"May 4th 2018, 17:59:24.000",Episode 197 Hear from as she shares her entrepreneur advice NYC business success,non_traffic
"May 4th 2018, 17:54:14.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal priority,non_traffic
"May 4th 2018, 17:54:00.000",When you arrive late cause NYC traffic sucks but,non_traffic
"May 4th 2018, 17:41:26.000",Touched down In NYC Traffic is crazy so I just hopped on the train from JFK my aunts house in the city Theres nothing like r,non_traffic
"May 4th 2018, 17:39:08.000",This NYC traffic is disgusting,non_traffic
"May 4th 2018, 17:28:38.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park BX in the,non_traffic
"May 4th 2018, 17:04:15.000",Thanks for nothing 90 minute bike ride with disgusting amount of sweat sunblock rush hour traffic and May weeken,non_traffic
"May 4th 2018, 16:47:08.000",DOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is Sunday 56,non_traffic
"May 4th 2018, 16:36:59.000",SuccessTRAIN Events DigiMarCon East 2018 Digital Marketing Conference will be May 1011 in NYC Sessions will focus,non_traffic
"May 4th 2018, 16:33:24.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park BX in the,Traffic
"May 4th 2018, 16:25:23.000",Driving around tried to catch the reflection off the rear window of a taxi Looked better in real life ny nyc,non_traffic
"May 4th 2018, 16:25:00.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park BX in the,traffic
"May 4th 2018, 16:21:15.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park BX in the,Traffic
"May 4th 2018, 16:17:40.000",What would NYC master plan look like Simple Example Every 34ft wide or wider street with a single lane of car traffic get,non_traffic
"May 4th 2018, 16:17:03.000",RIP NYC traffic,non_traffic
"May 4th 2018, 16:15:59.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park BX in the,Traffic
"May 4th 2018, 16:15:47.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park BX in the,Traffic
"May 4th 2018, 16:15:26.000",Due to a vehicle collision expect extensive traffic delays on the Major Deegan Expressway at Van Cortlandt Park B,Traffic
"May 4th 2018, 16:09:51.000",NYC you guys need to better manage traffic in the city Its 2018 get with the program Its as easy as sti,non_traffic
"May 4th 2018, 16:07:16.000",The train is the way to go from JFK to Manhattan AirTrain from JFK to the LIRR is really nice and voids the NYC tr,Traffic
"May 4th 2018, 15:55:06.000",Why brave NYC traffic from the airport when you can take a CampJ bus into the heart of the city Our map will help yo,non_traffic
"May 4th 2018, 15:49:27.000",Ive been asking for months for you guys to do something about cars amp trucks ig,non_traffic
"May 4th 2018, 15:48:14.000",Im going to travel to NYC just to complain about the traffic,non_traffic
"May 4th 2018, 15:45:40.000",NYPD Traffic Enforcement Agents work to keep pedestrians and vehicular traffic safe and moving Visit,non_traffic
"May 4th 2018, 15:45:38.000",this NYC traffic today is bananas,non_traffic
"May 4th 2018, 15:42:36.000",Loving nyc traffic right now,non_traffic
"May 4th 2018, 15:30:03.000",Heres this evenings train and traffic update Have a wonderful night NYC citylife,non_traffic
"May 4th 2018, 14:59:58.000",Driver on Varick St Fucking tourists Come on Pennsylvania make a left already Welcome to NYnyc Traffic FridayFeeling,non_traffic
"May 4th 2018, 14:47:35.000",Idk who has worse traffic JerseyNYC or the DMV i just cant get away from it,non_traffic
"May 4th 2018, 14:44:53.000",DOT Traffic advisory at the Manhattan animal,non_traffic
"May 4th 2018, 14:44:47.000",DOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is Sunday 56,non_traffic
"May 4th 2018, 14:44:44.000",DOT Traffic advisory at the Manhattan ani,non_traffic
"May 4th 2018, 14:44:37.000",okay they seriously need to cool it with this tag housemate thing theyve got going on pick whoever you feel and sto,non_traffic
"May 4th 2018, 14:43:51.000",Aint no traffic like NYC traffic,non_traffic
"May 4th 2018, 14:38:40.000",Touched down In NYC Traffic is crazy so I just hopped on the train from JFK my aunts house in the city Theres no,non_traffic
"May 4th 2018, 14:29:58.000",On the latest episode WeddingPhotographer Katherine Miles Jones on moving her business from NYC to NC makin,non_traffic
"May 4th 2018, 14:25:10.000",I used to get so annoyed on NYC subway system stairs No one seemed to know this rule At first I t,non_traffic
"May 4th 2018, 14:21:23.000",DOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is Sunday 56,non_traffic
"May 4th 2018, 14:11:24.000",New York City Weve enacted some policies to hinder traffic and deter people from driving You Thats okay Ill just ta,non_traffic
"May 4th 2018, 14:10:27.000",What would NYC master plan look like Simple Example Every 34ft wide or wider street with a single lane of car traffic get,non_traffic
"May 4th 2018, 13:55:11.000",On the latest episode WeddingPhotographer Katherine Miles Jones on moving her business from NYC to NC ma,non_traffic
"May 4th 2018, 13:44:16.000",MY MOTHER IS SO EXTRA FOR LITERALLY CAUSING TRAFFIC IN NYC BUT I LOVE HER ANYWAY,non_traffic
"May 4th 2018, 13:39:06.000",NYC TRAFFIC WHYYYYYYY,non_traffic
"May 4th 2018, 13:34:41.000",NYC Traffic is TERRIBLELA is NOTHING compared to it,non_traffic
"May 4th 2018, 13:33:50.000",Awesome start to Friday learning what causes traffic in NYC from janeswalknyc,non_traffic
"May 4th 2018, 13:31:11.000",DOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is Sunday 56,non_traffic
"May 4th 2018, 13:19:40.000",So this drump truck driver this morning in Fairfield NJ had traffic backed up all the way 2 NYC on I80 and raised,non_traffic
"May 4th 2018, 13:18:30.000",NYCDOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bik,non_traffic
"May 4th 2018, 13:18:03.000",SuccessTRAIN Events DigiMarCon East 2018 Digital Marketing Conference will be May 1011 in NYC Sessions will focus,non_traffic
"May 4th 2018, 13:17:20.000",DOT KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is Sunday 56,non_traffic
"May 4th 2018, 13:15:41.000",NYCs Ground Zero is the World Transportation Center WTC the epicenter of a new driverlesscar,non_traffic
"May 4th 2018, 13:15:20.000",KnowBeforeYouGo with the NYC Weekend Traffic Advisory The Five Boro Bike Tour is,non_traffic
"May 4th 2018, 13:15:10.000",NYC Traffic is TERRIBLELA is NOTHING compared to it,non_traffic
"May 4th 2018, 13:14:44.000",what in the hell are you dumbaes doing with 80 I am tying to get to NYC and you pull this crap n,non_traffic
"May 4th 2018, 13:14:03.000",SuccessTRAIN Events DigiMarCon East 2018 Digital Marketing Conference will be May 1011 in NYC Sessions will focus,non_traffic
"May 4th 2018, 13:04:19.000",Lmao well we deff know you not moving to NYC ATL or LA If you think indy traffic is bad lol,non_traffic
"May 4th 2018, 12:53:44.000",What would NYC master plan look like Simple Example Every 34ft wide or wider street with a single lane of car traffic get,non_traffic
"May 4th 2018, 12:42:43.000",NYC TRAFFIC WHYYYYYYY,non_traffic
"May 4th 2018, 12:38:39.000",PICS hits NYC streets for a photo shoot,non_traffic
"May 4th 2018, 12:37:00.000",PICS hits NYC streets for a photo shoot,non_traffic
"May 4th 2018, 12:30:43.000",SuccessTRAIN Events DigiMarCon East 2018 Digital Marketing Conference will be May 1011 in NYC Sessions will focus,non_traffic
"May 4th 2018, 12:19:56.000",What would NYC master plan look like Simple Example Every 34ft wide or wider street with a single lane of car,non_traffic
"May 4th 2018, 11:55:10.000",listed by Medical office suites for lease on the RockefellerPlaza New York NYC all suites furnishe,non_traffic
"May 4th 2018, 11:39:04.000",Were stopping traffic in New York City Find more TiffanyBlue in New York City,non_traffic
"May 4th 2018, 11:36:35.000",I mean NYC is expensive already sooo an uber thats 10 straight through even in traffic is better than having a,non_traffic
"May 4th 2018, 11:29:25.000",Have you SEEN Nyc traffic How you expect the whole entire army to arrive within 5 minutes SMFH,non_traffic
"May 4th 2018, 11:29:09.000",NYC TRAFFIC WHYYYYYYY,non_traffic
"May 4th 2018, 11:14:59.000",Cant wait for you to be in NYC with me enjoying traffic here instead,non_traffic
"May 4th 2018, 10:45:15.000",Heres this afternoons train and traffic update Bon apptit NYC citylife,non_traffic
"May 4th 2018, 10:29:45.000",Awesome start to Friday learning what causes traffic in NYC from janeswalknyc,Traffic
"May 4th 2018, 10:27:00.000",Awesome start to Friday learning what causes traffic in NYC from janeswalknyc,Traffic
"May 4th 2018, 10:21:10.000",Awesome start to Friday learning what causes traffic in NYC from janeswalknyc,Traffic
"May 4th 2018, 10:20:44.000",Awesome start to Friday learning what causes traffic in NYC from janeswalknyc,Traffic
"May 4th 2018, 10:20:12.000",TRAFFIC ADVISORY Please note that this Sunday May 6 is the TD Five Boro Bike Tour 32000 cyclists will be trave,non_traffic
"May 4th 2018, 09:48:02.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal priority,non_traffic
"May 4th 2018, 09:43:50.000",Parking and Traffic Alert for Sunday May 6th 2018 The NYC 5 Borough Bike Tour will take place on Sunday May 6th Please,Traffic
"May 4th 2018, 09:40:21.000",Parking and Traffic Alert for Sunday May 6th 2018 The NYC 5 Borough Bike Tour will take place on Sunday May 6th Please,Traffic
"May 4th 2018, 09:31:10.000",Awesome start to Friday learning what causes traffic in NYC from janeswalknyc,Traffic
"May 4th 2018, 09:29:31.000",Yes Finkelman memorializing each amp every death in the street is an important reminder remembrance amp commemoration,non_traffic
"May 4th 2018, 09:29:12.000",Just on the walk to the library I saw 4 people bike into oncoming traffic without looking Please be safe NYC,non_traffic
"May 4th 2018, 09:27:00.000",Parking and Traffic Alert for Sunday May 6th 2018 The NYC 5 Borough Bike Tour will take place on Sunday May 6th,non_traffic
"May 4th 2018, 09:16:48.000",The mayor can Add bus lanes Enforce bus lanes Implement transit signal p,non_traffic
"May 4th 2018, 09:08:13.000",NYPD Traffic Enforcement Agents work to keep pedestrians and vehicular traffic safe and moving Visit,non_traffic
"May 4th 2018, 09:00:24.000",Trying to tackle the traffic problem New York City is considering a congestion charge for cars entering much of Ma,non_traffic
"May 4th 2018, 08:50:01.000",NATlON Uh that NYC traffic StanceNation,non_traffic
"May 4th 2018, 08:49:14.000",NYC TRAFFIC WHYYYYYYY,non_traffic
"May 4th 2018, 08:40:13.000",SuccessTRAIN Events DigiMarCon East 2018 Digital Marketing Conference will be May 1011 in NYC Sessions will,non_traffic
"May 4th 2018, 08:37:55.000",Video Letting A Tesla Model S Drive Itself Through NYC Traffic Is Terrifying amp Awesome,non_traffic
"May 4th 2018, 08:24:24.000",edit Air traffic nyc NYC,non_traffic
"May 4th 2018, 08:20:50.000",Yes but na fam theres literally nothing going on but theres nyc traffic no one got pulled over no ac,non_traffic
"May 4th 2018, 08:13:23.000",NYC TRAFFIC WHYYYYYYY,non_traffic
"May 4th 2018, 08:13:00.000",PICS Kendall Jenner stops traffic for photo shoot in NYC,non_traffic
"May 4th 2018, 07:48:57.000",Its encouraging that is filing felony charges in this deadly crash However lets not forget the many,non_traffic
"May 4th 2018, 07:48:57.000",are a result of tremendous public outrage and demand for justice but also that of the efforts of many activists and,non_traffic
"May 4th 2018, 07:34:46.000",Buy NYC Traffic Cams Microsoft Store,non_traffic
"May 4th 2018, 07:22:48.000",good morning DOM NYC traffic bottleneck edition CodeLand,non_traffic
"May 4th 2018, 07:18:15.000",NYC TRAFFIC WHYYYYYYY,non_traffic
"May 4th 2018, 07:15:01.000",Hanging out in NYC for a few days the city that never sleeps queued in traffic to get into the city at 100am,non_traffic
"May 4th 2018, 06:57:25.000",DOT you want to fix NYC traffic Enforce the BUS LANES Its really that simple Dont need more,non_traffic
"May 4th 2018, 06:50:06.000",6 KILLER WAYS TO DRIVE TRAFFIC TO YOUR BLOG via digital,non_traffic
"May 4th 2018, 06:41:21.000",edit Air traffic nyc NYC,non_traffic
"May 4th 2018, 06:38:11.000",DOT This Sunday May 6th 32000 cyclists will ride the 41st Annual TD Five Boro Bike Tour TDFBBT Please check NYCs weekend,non_traffic
"May 4th 2018, 06:27:53.000",Its windy an cold in the winter hot as fuck in summer the trains are a crap shoot the city smells the traffic s,non_traffic
"May 4th 2018, 06:25:47.000",edit Air traffic nyc NYC,non_traffic
"May 4th 2018, 06:06:12.000",Air traffic nyc NYC,non_traffic
"May 4th 2018, 05:52:54.000",SBS BIDs in NYC employ over 1500 people including staff who sweep the streets keep the neighborhood safe and organize fun publi,non_traffic
"May 4th 2018, 04:48:12.000",Traffictraffic nyc newyorkfuckingcity blackandwhite bwnyc,non_traffic
"May 4th 2018, 04:30:08.000",Heres this mornings train and traffic update Have a great day NYC citylife,non_traffic
"May 4th 2018, 04:06:01.000",MY MOTHER IS SO EXTRA FOR LITERALLY CAUSING TRAFFIC IN NYC BUT I LOVE HER ANYWAY,non_traffic
